Porte,CNAE PRIMARIO,MERCADO,QT_SESI,QT_SENAI,QT_SESI_SENAI,QT_SESI_OU_SENAI,SEM_RELACIONAMENTO,PENETRACAO_SESI_%,PENETRACAO_SENAI_%,PENETRACAO_COMBINADA_%,GAP_SESI,GAP_SENAI,GAP_COMBINADO
MICRO EMPRESA,Fabricacao de tubos e acessorios de material plastico para uso na construcao,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
MICRO EMPRESA,"Fabricacao de valvulas, registros e dispositivos semelhantes, pecas e acessorios",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de velas, inclusive decorativas",21,0,0,0,0,21,0.0,0.0,0.0,21,21,21
MICRO EMPRESA,Fabricacao de vinagres,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Faccao de pecas do vestuario, exceto roupas intimas",83,1,0,0,1,82,1.2048,0.0,1.2048,82,83,82
MICRO EMPRESA,Faccao de roupas intimas,11,0,0,0,0,11,0.0,0.0,0.0,11,11,11
MICRO EMPRESA,Faccao de roupas profissionais,52,1,0,0,1,51,1.9231,0.0,1.9231,51,52,51
MICRO EMPRESA,Fornecimento de alimentos preparados preponderantemente para empresas,483,7,0,0,7,476,1.4493,0.0,1.4493,476,483,476
MICRO EMPRESA,Frigorifico - abate de bovinos,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,Fundicao de metais nao ferrosos e suas ligas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Geracao de energia eletrica,12,0,0,0,0,12,0.0,0.0,0.0,12,12,12
MICRO EMPRESA,Gestao de redes de esgoto,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,Impermeabilizacao em obras de engenharia civil,10,0,0,0,0,10,0.0,0.0,0.0,10,10,10
MICRO EMPRESA,"Impressao de livros, revistas e outras publicacoes periodicas",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,Impressao de material para outros usos,249,7,0,0,7,242,2.8112,0.0,2.8112,242,249,242
MICRO EMPRESA,Impressao de material para uso publicitario,256,3,2,1,4,252,1.1719,0.7812,1.5625,253,254,252
MICRO EMPRESA,Incorporacao de empreendimentos imobiliarios,98,2,0,0,2,96,2.0408,0.0,2.0408,96,98,96
MICRO EMPRESA,Instalacao de equipamentos para orientacao a navegacao maritima fluvial e lacustre,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Instalacao de maquinas e equipamentos industriais,189,0,2,0,2,187,0.0,1.0582,1.0582,189,187,187
MICRO EMPRESA,Instalacao de outros equipamentos nao especificados anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Instalacao de paineis publicitarios,65,0,0,0,0,65,0.0,0.0,0.0,65,65,65
MICRO EMPRESA,"Instalacao de portas, janelas, tetos, divisorias e armarios embutidos de qualquer material",129,2,0,0,2,127,1.5504,0.0,1.5504,127,129,127
MICRO EMPRESA,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",946,1,1,0,2,944,0.1057,0.1057,0.2114,945,945,944
MICRO EMPRESA,Instalacao e manutencao eletrica,2043,9,2,0,11,2032,0.4405,0.0979,0.5384,2034,2041,2032
MICRO EMPRESA,"Instalacao, manutencao e reparacao de elevadores, escadas e esteiras rolantes",29,0,0,0,0,29,0.0,0.0,0.0,29,29,29
MICRO EMPRESA,Instalacoes de sistema de prevencao contra incendio,40,0,0,0,0,40,0.0,0.0,0.0,40,40,40
MICRO EMPRESA,"Instalacoes hidraulicas, sanitarias e de gas",173,0,0,0,0,173,0.0,0.0,0.0,173,173,173
MICRO EMPRESA,Lapidacao de gemas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Manutencao de estacoes e redes de telecomunicacoes,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
MICRO EMPRESA,Manutencao de redes de distribuicao de energia eletrica,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
MICRO EMPRESA,"Manutencao e reparacao de aeronaves, exceto a manutencao na pista",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,"Manutencao e reparacao de aparelhos e instrumentos de medida, teste e controle",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
MICRO EMPRESA,Manutencao e reparacao de aparelhos eletromedicos e eletroterapeuticos e equipamentos de irradiacao,13,0,0,0,0,13,0.0,0.0,0.0,13,13,13
MICRO EMPRESA,"Manutencao e reparacao de baterias e acumuladores eletricos, exceto para veiculos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Manutencao e reparacao de compressores,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Manutencao e reparacao de embarcacoes e estruturas flutuantes,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Manutencao e reparacao de embarcacoes para esporte e lazer,21,0,0,0,0,21,0.0,0.0,0.0,21,21,21
MICRO EMPRESA,Manutencao e reparacao de equipamentos de transmissao para fins industriais,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
MICRO EMPRESA,Manutencao e reparacao de equipamentos e instrumentos opticos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Manutencao e reparacao de equipamentos e produtos nao especificados anteriormente,50,0,0,0,0,50,0.0,0.0,0.0,50,50,50
MICRO EMPRESA,"Manutencao e reparacao de equipamentos hidraulicos e pneumaticos, exceto valvulas",56,1,2,1,2,54,1.7857,3.5714,3.5714,55,54,54
MICRO EMPRESA,"Manutencao e reparacao de geradores, transformadores e motores eletricos",93,0,0,0,0,93,0.0,0.0,0.0,93,93,93
MICRO EMPRESA,"Manutencao e reparacao de maquinas de escrever, calcular e de outros equipamentos nao eletronicos para escritorio",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,Manutencao e reparacao de maquinas e aparelhos de refrigeracao e ventilacao para uso industrial e comercial,227,0,0,0,0,227,0.0,0.0,0.0,227,227,227
MICRO EMPRESA,Manutencao e reparacao de maquinas e aparelhos para a industria do plastico,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Manutencao e reparacao de maquinas e equipamentos de terraplenagem, pavimentacao e construcao, exceto tratores",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
MICRO EMPRESA,"Manutencao e reparacao de maquinas e equipamentos para a industria textil, do vestuario, do couro e calcados",10,0,0,0,0,10,0.0,0.0,0.0,10,10,10
MICRO EMPRESA,Manutencao e reparacao de maquinas e equipamentos para agricultura e pecuaria,34,0,0,0,0,34,0.0,0.0,0.0,34,34,34
MICRO EMPRESA,"Manutencao e reparacao de maquinas e equipamentos para as industrias de alimentos, bebidas e fumo",41,1,1,1,1,40,2.439,2.439,2.439,40,40,40
MICRO EMPRESA,Manutencao e reparacao de maquinas e equipamentos para uso geral nao especificados anteriormente,62,0,0,0,0,62,0.0,0.0,0.0,62,62,62
MICRO EMPRESA,Manutencao e reparacao de maquinas ferramenta,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Manutencao e reparacao de maquinas motrizes nao eletricas,17,0,0,0,0,17,0.0,0.0,0.0,17,17,17
MICRO EMPRESA,"Manutencao e reparacao de maquinas para a industria metalurgica, exceto maquinas ferramenta",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,"Manutencao e reparacao de maquinas, aparelhos e equipamentos para instalacoes termicas",8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
MICRO EMPRESA,"Manutencao e reparacao de maquinas, aparelhos e materiais eletricos nao especificados anteriormente",41,2,2,2,2,39,4.878,4.878,4.878,39,39,39
MICRO EMPRESA,"Manutencao e reparacao de maquinas, equipamentos e aparelhos para transporte e elevacao de cargas",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Manutencao e reparacao de motocicletas e motonetas,544,0,0,0,0,544,0.0,0.0,0.0,544,544,544
MICRO EMPRESA,Manutencao e reparacao de outras maquinas e equipamentos para usos industriais nao especificados anteriormente,27,2,1,1,2,25,7.4074,3.7037,7.4074,25,26,25
MICRO EMPRESA,"Manutencao e reparacao de tanques, reservatorios metalicos e caldeiras, exceto para veiculos",51,1,0,0,1,50,1.9608,0.0,1.9608,50,51,50
MICRO EMPRESA,Manutencao e reparacao de tratores agricolas,14,0,0,0,0,14,0.0,0.0,0.0,14,14,14
MICRO EMPRESA,"Manutencao e reparacao de tratores, exceto agricolas",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Manutencao e reparacao de valvulas industriais,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
MICRO EMPRESA,Moagem de trigo e fabricacao de derivados,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Moagem e fabricacao de produtos de origem vegetal nao especificados anteriormente,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,Montagem de estruturas metalicas,14,0,0,0,0,14,0.0,0.0,0.0,14,14,14
MICRO EMPRESA,Montagem e desmontagem de andaimes e outras estruturas temporarias,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
MICRO EMPRESA,"Montagem e instalacao de sistemas e equipamentos de iluminacao e sinalizacao em vias publicas, portos e aeroportos",14,0,0,0,0,14,0.0,0.0,0.0,14,14,14
MICRO EMPRESA,Obras de acabamento em gesso e estuque,235,0,0,0,0,235,0.0,0.0,0.0,235,235,235
MICRO EMPRESA,Obras de alvenaria,2521,1,0,0,1,2520,0.0397,0.0,0.0397,2520,2521,2520
MICRO EMPRESA,Obras de fundacoes,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
MICRO EMPRESA,Obras de irrigacao,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Obras de montagem industrial,12,0,0,0,0,12,0.0,0.0,0.0,12,12,12
MICRO EMPRESA,Obras de terraplenagem,64,1,0,0,1,63,1.5625,0.0,1.5625,63,64,63
MICRO EMPRESA,"Obras de urbanizacao - ruas, pracas e calcadas",23,0,1,0,1,22,0.0,4.3478,4.3478,23,22,22
MICRO EMPRESA,Outras atividades de telecomunicacoes nao especificadas anteriormente,270,0,0,0,0,270,0.0,0.0,0.0,270,270,270
MICRO EMPRESA,Outras obras de acabamento da construcao,190,1,1,1,1,189,0.5263,0.5263,0.5263,189,189,189
MICRO EMPRESA,Outras obras de engenharia civil nao especificadas anteriormente,22,0,0,0,0,22,0.0,0.0,0.0,22,22,22
MICRO EMPRESA,Outras obras de instalacoes em construcoes nao especificadas anteriormente,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
MICRO EMPRESA,"Outros servicos de acabamento em fios, tecidos, artefatos texteis e pecas do vestuario",101,0,0,0,0,101,0.0,0.0,0.0,101,101,101
MICRO EMPRESA,Perfuracao e construcao de pocos de agua,36,1,0,0,1,35,2.7778,0.0,2.7778,35,36,35
MICRO EMPRESA,Perfuracoes e sondagens,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Pintura para sinalizacao em pistas rodoviarias e aeroportos,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
MICRO EMPRESA,Preparacao de canteiro e limpeza de terreno,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
MICRO EMPRESA,Preparacao de massa de concreto e argamassa para construcao,10,3,0,0,3,7,30.0,0.0,30.0,7,10,7
MICRO EMPRESA,Preparacao de subprodutos do abate,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
MICRO EMPRESA,Preparacao do leite,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Preparacao e fiacao de fibras de algodao,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Preparacao e fiacao de fibras texteis naturais, exceto algodao",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Processamento industrial do fumo,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Producao de artefatos estampados de metal,35,1,0,0,1,34,2.8571,0.0,2.8571,34,35,34
MICRO EMPRESA,Producao de carvao vegetal - florestas plantadas,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Producao de laminados de aluminio,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Producao de relaminados, trefilados e perfilados de aco, exceto arames",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Producao de tubos de aco com costura,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Provedores de acesso as redes de comunicacoes,143,8,0,0,8,135,5.5944,0.0,5.5944,135,143,135
MICRO EMPRESA,Provedores de voz sobre protocolo internet - voip,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Recondicionamento e recuperacao de motores para veiculos automotores,71,1,0,0,1,70,1.4085,0.0,1.4085,70,71,70
MICRO EMPRESA,"Recuperacao de materiais metalicos, exceto aluminio",29,1,0,0,1,28,3.4483,0.0,3.4483,28,29,28
MICRO EMPRESA,Recuperacao de materiais nao especificados anteriormente,27,2,1,1,2,25,7.4074,3.7037,7.4074,25,26,25
MICRO EMPRESA,Recuperacao de materiais plasticos,49,0,0,0,0,49,0.0,0.0,0.0,49,49,49
MICRO EMPRESA,Recuperacao de sucatas de aluminio,53,1,0,0,1,52,1.8868,0.0,1.8868,52,53,52
MICRO EMPRESA,Reforma de pneumaticos usados,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Reproducao de software em qualquer suporte,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,Rerrefino de oleos lubrificantes,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Restauracao e conservacao de lugares e predios historicos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Serrarias com desdobramento de madeira em bruto,9,1,1,1,1,8,11.1111,11.1111,11.1111,8,8,8
MICRO EMPRESA,Servico de corte e dobra de metais,10,0,0,0,0,10,0.0,0.0,0.0,10,10,10
MICRO EMPRESA,Servico de laboratorio optico,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
MICRO EMPRESA,"Servicos de acabamentos graficos, exceto encadernacao e plastificacao",8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
MICRO EMPRESA,Servicos de alinhamento e balanceamento de veiculos automotores,24,1,0,0,1,23,4.1667,0.0,4.1667,23,24,23
MICRO EMPRESA,Servicos de borracharia para veiculos automotores,303,0,0,0,0,303,0.0,0.0,0.0,303,303,303
MICRO EMPRESA,Servicos de capotaria,153,1,0,0,1,152,0.6536,0.0,0.6536,152,153,152
MICRO EMPRESA,Servicos de comunicacao multimidia - scm,326,23,0,0,23,303,7.0552,0.0,7.0552,303,326,303
MICRO EMPRESA,Servicos de confeccao de armacoes metalicas para a construcao,102,0,0,0,0,102,0.0,0.0,0.0,102,102,102
MICRO EMPRESA,Servicos de encadernacao e plastificacao,32,0,0,0,0,32,0.0,0.0,0.0,32,32,32
MICRO EMPRESA,Servicos de engenharia,786,4,1,0,5,781,0.5089,0.1272,0.6361,782,785,781
MICRO EMPRESA,"Servicos de instalacao, manutencao e reparacao de acessorios para veiculos automotores",308,5,0,0,5,303,1.6234,0.0,1.6234,303,308,303
MICRO EMPRESA,Servicos de lanternagem ou funilaria e pintura de veiculos automotores,520,3,0,0,3,517,0.5769,0.0,0.5769,517,520,517
MICRO EMPRESA,Servicos de manutencao e reparacao eletrica de veiculos automotores,228,0,0,0,0,228,0.0,0.0,0.0,228,228,228
MICRO EMPRESA,Servicos de manutencao e reparacao mecanica de veiculos automotores,1426,9,4,0,13,1413,0.6311,0.2805,0.9116,1417,1422,1413
MICRO EMPRESA,Servicos de montagem de moveis de qualquer material,326,0,0,0,0,326,0.0,0.0,0.0,326,326,326
MICRO EMPRESA,Servicos de operacao e fornecimento de equipamentos para transporte e elevacao de cargas e pessoas para uso em obras,16,1,0,0,1,15,6.25,0.0,6.25,15,16,15
MICRO EMPRESA,Servicos de pintura de edificios em geral,787,1,0,0,1,786,0.1271,0.0,0.1271,786,787,786
MICRO EMPRESA,Servicos de pre impressao,196,0,0,0,0,196,0.0,0.0,0.0,196,196,196
MICRO EMPRESA,Servicos de preparacao do terreno nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Servicos de telecomunicacoes sem fio nao especificados anteriormente,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
MICRO EMPRESA,Servicos de telefonia fixa comutada - stfc,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
MICRO EMPRESA,Servicos de tratamento e revestimento em metais,11,0,2,0,2,9,0.0,18.1818,18.1818,11,9,9
MICRO EMPRESA,"Servicos de usinagem, tornearia e solda",330,0,0,0,0,330,0.0,0.0,0.0,330,330,330
MICRO EMPRESA,Servicos especializados para construcao nao especificados anteriormente,69,0,0,0,0,69,0.0,0.0,0.0,69,69,69
MICRO EMPRESA,Tecelagem de fios de algodao,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Telecomunicacoes por satelite,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Telefonia movel celular,9,0,0,0,0,9,0.0,0.0,0.0,9,9,9
MICRO EMPRESA,Torrefacao e moagem de cafe,4,2,2,2,2,2,50.0,50.0,50.0,2,2,2
MICRO EMPRESA,Tratamento e disposicao de residuos nao perigosos,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
MICRO EMPRESA,Tratamento e disposicao de residuos perigosos,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Tratamentos termicos, acusticos ou de vibracao",31,0,0,0,0,31,0.0,0.0,0.0,31,31,31
MICRO EMPRESA,Usinas de compostagem,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Abate de aves,2,2,1,1,2,0,100.0,50.0,100.0,0,1,0
PEQUENO PORTE,Administracao de obras,21,2,0,0,2,19,9.5238,0.0,9.5238,19,21,19
PEQUENO PORTE,Aluguel de andaimes,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Aparelhamento de placas e execucao de trabalhos em marmore, granito, ardosia e outras pedras",8,3,0,0,3,5,37.5,0.0,37.5,5,8,5
PEQUENO PORTE,Aplicacao de revestimentos e de resinas em interiores e exteriores,8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
PEQUENO PORTE,Atividades de apoio a extracao de minerais metalicos nao ferrosos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Atividades de apoio a extracao de minerais nao metalicos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Atividades de apoio a extracao de petroleo e gas natural,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
PEQUENO PORTE,Atividades de coordenacao e controle da operacao da geracao e transmissao de energia eletrica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Atividades de franqueadas do correio nacional,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Beneficiamento de arroz,4,1,0,0,1,3,25.0,0.0,25.0,3,4,3
PEQUENO PORTE,"Captacao, tratamento e distribuicao de agua",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Coleta de residuos nao perigosos,14,0,0,0,0,14,0.0,0.0,0.0,14,14,14
PEQUENO PORTE,Coleta de residuos perigosos,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,"Confeccao de pecas de vestuario, exceto roupas intimas e as confeccionadas sob medida",24,3,1,1,3,21,12.5,4.1667,12.5,21,23,21
PEQUENO PORTE,"Confeccao de roupas profissionais, exceto sob medida",3,3,0,0,3,0,100.0,0.0,100.0,0,3,0
PEQUENO PORTE,"Confeccao, sob medida, de pecas do vestuario, exceto roupas intimas",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
PEQUENO PORTE,"Confeccao, sob medida, de roupas profissionais",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Construcao de edificios,711,12,10,3,19,692,1.6878,1.4065,2.6723,699,701,692
PEQUENO PORTE,Construcao de estacoes e redes de distribuicao de energia eletrica,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,Construcao de estacoes e redes de telecomunicacoes,4,1,0,0,1,3,25.0,0.0,25.0,3,4,3
PEQUENO PORTE,Construcao de obras de arte especiais,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,"Construcao de redes de abastecimento de agua, coleta de esgoto e construcoes correlatas, exceto obras de irrigacao",8,0,1,0,1,7,0.0,12.5,12.5,8,7,7
PEQUENO PORTE,Construcao de rodovias e ferrovias,6,0,1,0,1,5,0.0,16.6667,16.6667,6,5,5
PEQUENO PORTE,Descontaminacao e outros servicos de gestao de residuos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Desenvolvimento e licenciamento de programas de computador nao customizaveis,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
PEQUENO PORTE,"Estamparia e texturizacao em fios, tecidos, artefatos texteis e pecas do vestuario",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Estudios cinematograficos,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,Extracao de ardosia e beneficiamento associado,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Extracao de areia, cascalho ou pedregulho e beneficiamento associado",30,0,0,0,0,30,0.0,0.0,0.0,30,30,30
PEQUENO PORTE,Extracao de argila e beneficiamento associado,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Extracao de madeira em florestas plantadas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Extracao de outros minerais nao metalicos nao especificados anteriormente,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
PEQUENO PORTE,Extracao de quartzo,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Extracao e britamento de pedras e outros materiais para construcao e beneficiamento associado,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,"Fabricacao de acessorios do vestuario, exceto para seguranca e protecao",3,1,0,0,1,2,33.3333,0.0,33.3333,2,3,2
PEQUENO PORTE,Fabricacao de adesivos e selantes,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Fabricacao de aditivos de uso industrial,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Fabricacao de aguardente de cana de acucar,6,1,1,1,1,5,16.6667,16.6667,16.6667,5,5,5
PEQUENO PORTE,Fabricacao de aguas envasadas,9,1,1,1,1,8,11.1111,11.1111,11.1111,8,8,8
PEQUENO PORTE,Fabricacao de alimentos e pratos prontos,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,Fabricacao de alimentos para animais,10,0,0,0,0,10,0.0,0.0,0.0,10,10,10
PEQUENO PORTE,"Fabricacao de armas de fogo, outras armas e municoes",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Fabricacao de artefatos de ceramica e barro cozido para uso na construcao, exceto azulejos e pisos",12,2,1,0,3,9,16.6667,8.3333,25.0,10,11,9
PEQUENO PORTE,Fabricacao de artefatos de cimento para uso na construcao,16,1,1,0,2,14,6.25,6.25,12.5,15,15,14
PEQUENO PORTE,Fabricacao de artefatos de joalheria e ourivesaria,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Fabricacao de artefatos de material plastico para outros usos nao especificados anteriormente,2,1,1,1,1,1,50.0,50.0,50.0,1,1,1
PEQUENO PORTE,"Fabricacao de artefatos de material plastico para uso na construcao, exceto tubos e acessorios",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Fabricacao de artefatos de material plastico para uso pessoal e domestico,5,1,0,0,1,4,20.0,0.0,20.0,4,5,4
PEQUENO PORTE,Fabricacao de artefatos de material plastico para usos industriais,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
PEQUENO PORTE,Fabricacao de artefatos de tanoaria e de embalagens de madeira,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
PEQUENO PORTE,"Fabricacao de artefatos diversos de madeira, exceto moveis",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Fabricacao de artefatos texteis para uso domestico,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
PEQUENO PORTE,Fabricacao de artigos de metal para uso domestico e pessoal,3,1,0,0,1,2,33.3333,0.0,33.3333,2,3,2
PEQUENO PORTE,"Fabricacao de artigos de serralheria, exceto esquadrias",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,"Fabricacao de artigos para viagem, bolsas e semelhantes de qualquer material",1,1,1,1,1,0,100.0,100.0,100.0,0,0,0
PEQUENO PORTE,Fabricacao de artigos pirotecnicos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Fabricacao de bijuterias e artefatos semelhantes,3,1,0,0,1,2,33.3333,0.0,33.3333,2,3,2
PEQUENO PORTE,Fabricacao de biscoitos e bolachas,7,3,0,0,3,4,42.8571,0.0,42.8571,4,7,4
PEQUENO PORTE,"Fabricacao de cabines, carrocerias e reboques para caminhoes",3,1,1,1,1,2,33.3333,33.3333,33.3333,2,2,2
PEQUENO PORTE,"Fabricacao de cabines, carrocerias e reboques para outros veiculos automotores, exceto caminhoes e onibus",1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
PEQUENO PORTE,Fabricacao de calcados de materiais nao especificados anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Fabricacao de cervejas e chopes,6,3,1,1,3,3,50.0,16.6667,50.0,3,5,3
PEQUENO PORTE,Fabricacao de colchoes,3,1,2,1,2,1,33.3333,66.6667,66.6667,2,1,1
PEQUENO PORTE,Fabricacao de componentes eletronicos,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Fabricacao de conservas de frutas,9,1,0,0,1,8,11.1111,0.0,11.1111,8,9,8
PEQUENO PORTE,"Fabricacao de conservas de peixes, crustaceos e moluscos",2,1,0,0,1,1,50.0,0.0,50.0,1,2,1
PEQUENO PORTE,"Fabricacao de cosmeticos, produtos de perfumaria e de higiene pessoal",8,2,0,0,2,6,25.0,0.0,25.0,6,8,6
PEQUENO PORTE,Fabricacao de defensivos agricolas,2,0,1,0,1,1,0.0,50.0,50.0,2,1,1
PEQUENO PORTE,Fabricacao de desinfestantes domissanitarios,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Fabricacao de embalagens de material plastico,19,3,2,1,4,15,15.7895,10.5263,21.0526,16,17,15
PEQUENO PORTE,Fabricacao de equipamentos de transporte nao especificados anteriormente,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
PEQUENO PORTE,"Fabricacao de equipamentos hidraulicos e pneumaticos, pecas e acessorios, exceto valvulas",1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
PEQUENO PORTE,"Fabricacao de especiarias, molhos, temperos e condimentos",6,0,1,0,1,5,0.0,16.6667,16.6667,6,5,5
