Municipio,CNAE PRIMARIO,MERCADO,QT_SESI,QT_SENAI,QT_SESI_SENAI,QT_SESI_OU_SENAI,SEM_RELACIONAMENTO,PENETRACAO_SESI_%,PENETRACAO_SENAI_%,PENETRACAO_COMBINADA_%,GAP_SESI,GAP_SENAI,GAP_COMBINADO
Santana do Ipanema,Incorporacao de empreendimentos imobiliarios,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Santana do Ipanema,Instalacao de maquinas e equipamentos industriais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Ipanema,Instalacao de paineis publicitarios,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Ipanema,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Santana do Ipanema,Instalacao e manutencao eletrica,17,0,1,0,1,16,0.0,5.8824,5.8824,17,16,16
Santana do Ipanema,Manutencao e reparacao de equipamentos e produtos nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Ipanema,"Manutencao e reparacao de geradores, transformadores e motores eletricos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Ipanema,Manutencao e reparacao de maquinas e aparelhos de refrigeracao e ventilacao para uso industrial e comercial,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Santana do Ipanema,Manutencao e reparacao de maquinas e equipamentos para agricultura e pecuaria,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Ipanema,Manutencao e reparacao de motocicletas e motonetas,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Santana do Ipanema,"Manutencao e reparacao de tanques, reservatorios metalicos e caldeiras, exceto para veiculos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Ipanema,Obras de alvenaria,22,0,0,0,0,22,0.0,0.0,0.0,22,22,22
Santana do Ipanema,Obras de terraplenagem,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Santana do Ipanema,Outras atividades de telecomunicacoes nao especificadas anteriormente,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Santana do Ipanema,Outras obras de acabamento da construcao,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Ipanema,Perfuracao e construcao de pocos de agua,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Ipanema,Provedores de acesso as redes de comunicacoes,3,1,0,0,1,2,33.3333,0.0,33.3333,2,3,2
Santana do Ipanema,Recondicionamento e recuperacao de motores para veiculos automotores,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Ipanema,"Servicos de acabamentos graficos, exceto encadernacao e plastificacao",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Santana do Ipanema,Servicos de alinhamento e balanceamento de veiculos automotores,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Santana do Ipanema,Servicos de borracharia para veiculos automotores,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Santana do Ipanema,Servicos de comunicacao multimidia - scm,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Santana do Ipanema,Servicos de confeccao de armacoes metalicas para a construcao,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Santana do Ipanema,Servicos de encadernacao e plastificacao,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Ipanema,Servicos de engenharia,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Santana do Ipanema,"Servicos de instalacao, manutencao e reparacao de acessorios para veiculos automotores",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Santana do Ipanema,Servicos de lanternagem ou funilaria e pintura de veiculos automotores,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Ipanema,Servicos de manutencao e reparacao eletrica de veiculos automotores,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Santana do Ipanema,Servicos de manutencao e reparacao mecanica de veiculos automotores,26,0,0,0,0,26,0.0,0.0,0.0,26,26,26
Santana do Ipanema,Servicos de montagem de moveis de qualquer material,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Ipanema,Servicos de pintura de edificios em geral,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Santana do Ipanema,"Servicos de usinagem, tornearia e solda",4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Santana do Ipanema,Servicos especializados para construcao nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Ipanema,Transmissao de energia eletrica,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Santana do Ipanema,Transporte ferroviario de passageiros intermunicipal e interestadual,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Atividades do correio nacional,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,"Captacao, tratamento e distribuicao de agua",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,"Confeccao, sob medida, de pecas do vestuario, exceto roupas intimas",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Santana do Mundaú,"Extracao de areia, cascalho ou pedregulho e beneficiamento associado",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Fabricacao de alimentos e pratos prontos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Fabricacao de conservas de frutas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Fabricacao de laticinios,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Fabricacao de moveis com predominancia de madeira,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Fabricacao de outros produtos de metal nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Santana do Mundaú,Fabricacao de produtos de panificacao industrial,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Santana do Mundaú,Fabricacao de produtos diversos nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Fabricacao de saboes e detergentes sinteticos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Fornecimento de alimentos preparados preponderantemente para empresas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Instalacao e manutencao eletrica,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Santana do Mundaú,"Instalacoes hidraulicas, sanitarias e de gas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Manutencao e reparacao de maquinas e aparelhos de refrigeracao e ventilacao para uso industrial e comercial,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Manutencao e reparacao de motocicletas e motonetas,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Santana do Mundaú,Provedores de acesso as redes de comunicacoes,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Santana do Mundaú,Recuperacao de materiais plasticos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Servicos de manutencao e reparacao mecanica de veiculos automotores,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Servicos de montagem de moveis de qualquer material,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Servicos especializados para construcao nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Santana do Mundaú,Transmissao de energia eletrica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Aluguel de andaimes,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Aplicacao de revestimentos e de resinas em interiores e exteriores,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Atividades do correio nacional,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,"Captacao, tratamento e distribuicao de agua",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Satuba,Coleta de residuos nao perigosos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,"Confeccao de pecas de vestuario, exceto roupas intimas e as confeccionadas sob medida",6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Satuba,"Confeccao, sob medida, de pecas do vestuario, exceto roupas intimas",15,0,0,0,0,15,0.0,0.0,0.0,15,15,15
Satuba,Construcao de edificios,21,0,0,0,0,21,0.0,0.0,0.0,21,21,21
Satuba,"Estamparia e texturizacao em fios, tecidos, artefatos texteis e pecas do vestuario",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Satuba,Fabricacao de acucar em bruto,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Fabricacao de alimentos e pratos prontos,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Satuba,Fabricacao de alimentos para animais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Fabricacao de artefatos de borracha nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,"Fabricacao de artefatos de ceramica e barro cozido para uso na construcao, exceto azulejos e pisos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Fabricacao de artefatos de cimento para uso na construcao,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,"Fabricacao de artefatos diversos de madeira, exceto moveis",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Fabricacao de artigos de cutelaria,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,"Fabricacao de artigos de serralheria, exceto esquadrias",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Satuba,"Fabricacao de artigos do vestuario, produzidos em malharias e tricotagens, exceto meias",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,"Fabricacao de artigos para viagem, bolsas e semelhantes de qualquer material",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Fabricacao de bijuterias e artefatos semelhantes,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Satuba,"Fabricacao de especiarias, molhos, temperos e condimentos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Fabricacao de esquadrias de metal,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Satuba,Fabricacao de laticinios,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,"Fabricacao de letras, letreiros e placas de qualquer material, exceto luminosos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Fabricacao de luminarias e outros equipamentos de iluminacao,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,"Fabricacao de maquinas e equipamentos para uso industrial especifico nao especificados anteriormente, pecas e acessorios",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Fabricacao de massas alimenticias,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Satuba,Fabricacao de moveis com predominancia de madeira,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Satuba,Fabricacao de outros artigos de carpintaria para construcao,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Fabricacao de outros produtos texteis nao especificados anteriormente,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Satuba,Fabricacao de produtos ceramicos nao refratarios nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Fabricacao de produtos de limpeza e polimento,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,11,0,0,0,0,11,0.0,0.0,0.0,11,11,11
Satuba,Fabricacao de produtos de panificacao industrial,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Satuba,"Fabricacao de produtos de pastas celulosicas, papel, cartolina, papel cartao e papelao ondulado nao especificados anteriormente",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Satuba,Fabricacao de produtos diversos nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,"Fabricacao de sucos concentrados de frutas, hortalicas e legumes",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Faccao de roupas profissionais,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Satuba,Fornecimento de alimentos preparados preponderantemente para empresas,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Satuba,Frigorifico - abate de bovinos,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
Satuba,"Impressao de livros, revistas e outras publicacoes periodicas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Impressao de material para outros usos,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Satuba,Impressao de material para uso publicitario,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Satuba,Incorporacao de empreendimentos imobiliarios,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Instalacao de maquinas e equipamentos industriais,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Satuba,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",12,0,0,0,0,12,0.0,0.0,0.0,12,12,12
Satuba,Instalacao e manutencao eletrica,30,0,0,0,0,30,0.0,0.0,0.0,30,30,30
Satuba,"Instalacao, manutencao e reparacao de elevadores, escadas e esteiras rolantes",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Instalacoes de sistema de prevencao contra incendio,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,"Instalacoes hidraulicas, sanitarias e de gas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Manutencao de estacoes e redes de telecomunicacoes,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Manutencao e reparacao de embarcacoes para esporte e lazer,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Manutencao e reparacao de equipamentos e produtos nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,"Manutencao e reparacao de equipamentos hidraulicos e pneumaticos, exceto valvulas",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Satuba,Manutencao e reparacao de maquinas e aparelhos de refrigeracao e ventilacao para uso industrial e comercial,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Satuba,"Manutencao e reparacao de maquinas e equipamentos para a industria textil, do vestuario, do couro e calcados",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Manutencao e reparacao de maquinas e equipamentos para uso geral nao especificados anteriormente,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Satuba,Manutencao e reparacao de motocicletas e motonetas,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Satuba,"Manutencao e reparacao de tanques, reservatorios metalicos e caldeiras, exceto para veiculos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Manutencao e reparacao de tratores agricolas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Montagem de estruturas metalicas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,"Montagem e instalacao de sistemas e equipamentos de iluminacao e sinalizacao em vias publicas, portos e aeroportos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Obras de acabamento em gesso e estuque,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Obras de alvenaria,25,0,0,0,0,25,0.0,0.0,0.0,25,25,25
Satuba,Obras de terraplenagem,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Satuba,Outras atividades de telecomunicacoes nao especificadas anteriormente,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Satuba,Outras obras de acabamento da construcao,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Satuba,Outras obras de engenharia civil nao especificadas anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,"Outros servicos de acabamento em fios, tecidos, artefatos texteis e pecas do vestuario",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Satuba,Perfuracao e construcao de pocos de agua,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Satuba,Producao de artefatos estampados de metal,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Provedores de acesso as redes de comunicacoes,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Recondicionamento e recuperacao de motores para veiculos automotores,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Recuperacao de sucatas de aluminio,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Servicos de borracharia para veiculos automotores,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Satuba,Servicos de comunicacao multimidia - scm,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
Satuba,Servicos de confeccao de armacoes metalicas para a construcao,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Satuba,Servicos de engenharia,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Satuba,"Servicos de instalacao, manutencao e reparacao de acessorios para veiculos automotores",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Satuba,Servicos de lanternagem ou funilaria e pintura de veiculos automotores,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Servicos de manutencao e reparacao eletrica de veiculos automotores,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Satuba,Servicos de manutencao e reparacao mecanica de veiculos automotores,20,0,0,0,0,20,0.0,0.0,0.0,20,20,20
Satuba,Servicos de montagem de moveis de qualquer material,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Satuba,Servicos de pintura de edificios em geral,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Satuba,Servicos de tratamento e revestimento em metais,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Satuba,"Servicos de usinagem, tornearia e solda",7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
Satuba,Servicos especializados para construcao nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Tecelagem de fios de algodao,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Satuba,Transmissao de energia eletrica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Senador Rui Palmeira,Atividades do correio nacional,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Senador Rui Palmeira,Construcao de edificios,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Senador Rui Palmeira,Fabricacao de artefatos de tanoaria e de embalagens de madeira,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Senador Rui Palmeira,"Fabricacao de artigos de serralheria, exceto esquadrias",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Senador Rui Palmeira,Fabricacao de moveis com predominancia de madeira,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Senador Rui Palmeira,Fabricacao de outros produtos de metal nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Senador Rui Palmeira,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Senador Rui Palmeira,Fabricacao de produtos de panificacao industrial,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Senador Rui Palmeira,Instalacao e manutencao eletrica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Senador Rui Palmeira,Obras de acabamento em gesso e estuque,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Senador Rui Palmeira,Obras de alvenaria,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Senador Rui Palmeira,Servicos de engenharia,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Senador Rui Palmeira,Servicos de manutencao e reparacao eletrica de veiculos automotores,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Senador Rui Palmeira,Servicos de manutencao e reparacao mecanica de veiculos automotores,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
São Brás,Atividades do correio nacional,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São Brás,"Confeccao de pecas de vestuario, exceto roupas intimas e as confeccionadas sob medida",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
São Brás,"Confeccao, sob medida, de pecas do vestuario, exceto roupas intimas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São Brás,Construcao de edificios,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
São Brás,Construcao de rodovias e ferrovias,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São Brás,"Fabricacao de artigos de serralheria, exceto esquadrias",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
São Brás,Fabricacao de laticinios,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São Brás,Fabricacao de massas alimenticias,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São Brás,"Faccao de pecas do vestuario, exceto roupas intimas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São Brás,Fornecimento de alimentos preparados preponderantemente para empresas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São Brás,Frigorifico - abate de suinos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São Brás,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São Brás,Instalacao e manutencao eletrica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São Brás,Manutencao e reparacao de maquinas e aparelhos de refrigeracao e ventilacao para uso industrial e comercial,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São Brás,Obras de alvenaria,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
São Brás,Servicos de manutencao e reparacao eletrica de veiculos automotores,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São Brás,Servicos de pintura de edificios em geral,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Aplicacao de revestimentos e de resinas em interiores e exteriores,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Atividades do correio nacional,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,"Captacao, tratamento e distribuicao de agua",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Coleta de residuos nao perigosos,20,0,0,0,0,20,0.0,0.0,0.0,20,20,20
São José da Laje,"Confeccao de pecas de vestuario, exceto roupas intimas e as confeccionadas sob medida",4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
São José da Laje,"Confeccao, sob medida, de pecas do vestuario, exceto roupas intimas",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
São José da Laje,Construcao de edificios,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
São José da Laje,Construcao de estacoes e redes de telecomunicacoes,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,"Decoracao, lapidacao, gravacao, vitrificacao e outros trabalhos em ceramica, louca, vidro e cristal",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Fabricacao de acucar em bruto,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Fabricacao de artefatos de material plastico para outros usos nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Fabricacao de artefatos de tapecaria,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
São José da Laje,"Fabricacao de artigos de serralheria, exceto esquadrias",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
São José da Laje,Fabricacao de artigos pirotecnicos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Fabricacao de bijuterias e artefatos semelhantes,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
São José da Laje,"Fabricacao de conservas de legumes e outros vegetais, exceto palmito",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,"Fabricacao de escovas, pinceis e vassouras",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Fabricacao de esquadrias de metal,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,"Fabricacao de estruturas pre moldadas de concreto armado, em serie e sob encomenda",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Fabricacao de moveis com predominancia de madeira,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,"Fabricacao de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,"Fabricacao de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Fabricacao de outros produtos texteis nao especificados anteriormente,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
São José da Laje,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
São José da Laje,Fabricacao de produtos de panificacao industrial,9,0,0,0,0,9,0.0,0.0,0.0,9,9,9
São José da Laje,"Fabricacao de produtos de pastas celulosicas, papel, cartolina, papel cartao e papelao ondulado nao especificados anteriormente",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
São José da Laje,Fabricacao de sorvetes e outros gelados comestiveis,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,"Faccao de pecas do vestuario, exceto roupas intimas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Fornecimento de alimentos preparados preponderantemente para empresas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Instalacao e manutencao eletrica,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
São José da Laje,"Instalacoes hidraulicas, sanitarias e de gas",8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
São José da Laje,Manutencao e reparacao de equipamentos e produtos nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Manutencao e reparacao de maquinas e equipamentos para agricultura e pecuaria,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,"Manutencao e reparacao de maquinas, aparelhos e equipamentos para instalacoes termicas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,"Manutencao e reparacao de maquinas, aparelhos e materiais eletricos nao especificados anteriormente",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Manutencao e reparacao de motocicletas e motonetas,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
São José da Laje,"Manutencao e reparacao de tanques, reservatorios metalicos e caldeiras, exceto para veiculos",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
São José da Laje,Obras de alvenaria,41,0,0,0,0,41,0.0,0.0,0.0,41,41,41
São José da Laje,Obras de montagem industrial,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,"Obras de urbanizacao - ruas, pracas e calcadas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Outras atividades de telecomunicacoes nao especificadas anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Outras obras de acabamento da construcao,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,"Outros servicos de acabamento em fios, tecidos, artefatos texteis e pecas do vestuario",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Recuperacao de materiais plasticos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Servicos de borracharia para veiculos automotores,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
São José da Laje,Servicos de comunicacao multimidia - scm,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
