cnpj_basico,opcao_simples,data_opcao_simples,data_exclusao_simples,opcao_mei,data_opcao_mei,data_exclusao_mei
53556736,S,20240118,00000000,S,20240118,00000000
53556771,S,20240118,00000000,S,20240118,00000000
53557695,S,20240118,00000000,S,20240118,00000000
53559965,S,20240118,00000000,S,20240118,00000000
53561173,S,20240118,00000000,S,20240118,00000000
53563231,S,20240118,00000000,S,20240118,00000000
53564978,S,20240119,00000000,N,00000000,00000000
53565215,S,20240119,00000000,S,20240119,00000000
53566049,S,20240119,00000000,S,20240119,00000000
53566890,S,20240119,00000000,N,00000000,00000000
53566897,S,20240119,00000000,S,20240119,00000000
53567407,S,20240119,00000000,S,20240119,00000000
53568629,S,20240119,20261231,N,00000000,00000000
53569480,S,20240119,00000000,S,20260101,00000000
53570382,N,20240119,20251231,N,00000000,00000000
53570489,S,20240119,00000000,S,20240119,00000000
53571889,S,20240119,00000000,S,20240119,00000000
53574283,S,20240119,00000000,S,20240119,00000000
53577783,S,20240119,00000000,S,20240119,00000000
53579024,S,20240119,00000000,S,20240119,00000000
53580193,S,20240120,00000000,S,20240120,00000000
53580240,S,20240120,00000000,S,20240120,00000000
53584178,S,20240120,00000000,S,20240120,00000000
53585421,S,20240121,00000000,S,20240121,00000000
53587990,S,20240121,00000000,S,20240121,00000000
53591569,S,20240122,00000000,N,00000000,00000000
53593891,S,20240122,00000000,S,20240122,00000000
53594980,S,20240122,00000000,S,20240122,00000000
53600639,S,20240122,00000000,N,00000000,00000000
53602952,S,20240122,00000000,S,20240122,00000000
53605161,S,20240122,00000000,S,20240122,00000000
53605835,S,20240122,00000000,S,20240122,00000000
53606231,S,20240122,20261231,N,20240122,20241231
53606573,S,20240122,00000000,S,20240122,00000000
53609317,S,20240123,00000000,S,20240123,00000000
53610891,S,20240123,00000000,S,20240123,00000000
53610926,S,20240123,00000000,S,20240123,00000000
53611402,S,20240123,00000000,S,20240123,00000000
53612445,S,20240123,00000000,S,20240123,00000000
53614253,S,20240123,20261231,S,20240123,20261231
53614520,S,20240123,20261231,S,20240123,20261231
53614595,S,20240123,00000000,S,20240123,00000000
53617572,S,20240123,00000000,S,20240123,00000000
53619495,S,20240123,00000000,S,20240123,00000000
53619962,S,20240123,00000000,N,20240123,20260430
53623266,S,20240123,20261231,S,20240123,20261231
53624506,S,20240123,00000000,S,20240123,00000000
53625691,S,20240123,00000000,S,20240123,00000000
53626111,S,20240123,00000000,N,00000000,00000000
53627862,S,20240124,00000000,S,20240124,00000000
53628454,S,20240124,00000000,S,20240124,00000000
53628934,S,20240124,00000000,S,20240124,00000000
53629628,S,20240124,00000000,S,20240124,00000000
53629718,S,20240124,00000000,N,00000000,00000000
53632118,S,20240124,00000000,S,20240124,00000000
53633619,S,20240124,00000000,S,20240124,00000000
53633769,S,20250101,20261231,N,00000000,00000000
53633883,S,20240124,00000000,S,20240124,00000000
53634177,S,20240124,00000000,S,20240124,00000000
53634247,S,20240124,00000000,S,20240124,00000000
53636568,S,20240124,00000000,S,20240124,00000000
53639914,S,20240124,00000000,S,20240124,00000000
53640486,S,20240124,00000000,S,20240124,00000000
53641688,S,20240124,00000000,S,20240124,00000000
53643129,S,20240124,00000000,S,20240124,00000000
53645145,S,20240124,00000000,S,20240124,00000000
53645265,S,20240124,20261231,S,20240124,20261231
53648024,S,20240125,00000000,S,20240125,00000000
53648581,S,20240125,00000000,S,20240125,00000000
53648771,S,20240125,00000000,S,20240125,00000000
53648941,S,20240125,00000000,S,20240125,00000000
53649432,S,20240125,00000000,S,20240125,00000000
53650841,S,20240125,00000000,S,20240125,00000000
53650915,S,20240125,00000000,S,20240125,00000000
53651570,N,20240125,20251231,N,00000000,00000000
53653205,S,20240125,00000000,S,20240125,00000000
53655252,S,20240125,00000000,S,20240125,00000000
53655344,S,20240125,00000000,N,20240125,20241231
53655630,S,20240125,00000000,N,00000000,00000000
53655749,S,20240125,00000000,S,20240125,00000000
53657859,S,20240125,00000000,S,20240125,00000000
53662501,S,20240125,00000000,S,20240125,00000000
53664367,S,20240126,00000000,N,00000000,00000000
53664733,S,20240126,00000000,S,20240126,00000000
53665694,S,20240126,00000000,S,20240126,00000000
53667557,S,20240126,00000000,S,20240126,00000000
53667737,S,20240126,00000000,S,20240126,00000000
53670035,S,20260101,00000000,N,00000000,00000000
53671982,S,20240126,00000000,N,00000000,00000000
53675197,S,20240126,00000000,S,20240126,00000000
53675999,S,20240126,00000000,S,20240126,00000000
53676263,S,20240126,00000000,S,20240126,00000000
53678138,S,20240126,20261231,S,20240126,20261231
53680491,S,20240127,00000000,S,20240127,00000000
53681320,S,20240127,00000000,S,20240127,00000000
53681413,S,20240127,00000000,S,20240127,00000000
53682786,S,20240127,00000000,S,20240127,00000000
53685768,S,20240128,00000000,S,20240128,00000000
53685956,S,20240128,00000000,S,20240128,00000000
53687573,S,20240128,00000000,S,20240128,00000000
53688656,N,20240129,20250228,N,00000000,00000000
53688681,S,20240129,20261231,N,00000000,00000000
53688763,S,20240129,00000000,S,20240129,00000000
53689235,S,20240129,00000000,S,20240129,00000000
53689374,S,20240129,00000000,S,20240129,00000000
53689730,S,20240129,00000000,S,20240129,00000000
53691654,S,20240129,00000000,S,20240129,00000000
53691973,S,20240129,00000000,S,20240129,00000000
53692302,S,20240129,00000000,S,20240129,00000000
53693283,S,20240129,00000000,S,20240129,00000000
53694861,S,20240129,00000000,S,20240129,00000000
53696000,N,20240129,20241231,N,00000000,00000000
53696755,S,20240129,00000000,N,00000000,00000000
53699756,N,20240129,20251231,N,20240129,20240731
53701071,S,20240129,00000000,S,20240129,00000000
53701806,S,20240129,00000000,S,20240129,00000000
53703731,S,20240129,00000000,S,20240129,00000000
53704590,S,20240129,00000000,S,20240129,00000000
53707168,S,20240129,20261231,S,20240129,20261231
53708972,N,20240130,20260831,N,00000000,00000000
53709211,S,20240130,00000000,S,20240130,00000000
53709685,S,20240130,00000000,S,20240130,00000000
53709955,S,20240130,00000000,S,20240130,00000000
53710770,S,20240130,00000000,S,20240130,00000000
53710798,S,20240130,00000000,S,20240130,00000000
53713676,S,20240130,00000000,S,20240130,00000000
53715344,N,20240130,20260819,N,20240130,20260819
53716206,S,20240130,00000000,S,20240130,00000000
53717166,S,20240130,00000000,S,20240130,00000000
53719457,S,20240130,00000000,N,00000000,00000000
53721333,S,20240130,00000000,S,20240130,00000000
53725507,S,20240130,00000000,S,20240130,00000000
53727600,S,20240130,00000000,S,20240130,00000000
53728880,S,20240131,20261231,N,00000000,00000000
53729942,S,20240131,00000000,S,20240131,00000000
53734289,N,20240131,20241231,N,00000000,00000000
53735203,S,20240131,00000000,S,20240131,00000000
53735934,S,20240131,00000000,S,20240131,00000000
53736283,S,20240131,00000000,S,20240131,00000000
53737997,S,20240131,00000000,N,20240131,20240630
53739443,S,20240131,20261231,N,00000000,00000000
53739910,S,20240131,00000000,N,00000000,00000000
53740100,S,20260101,00000000,N,20240131,20240430
53745589,S,20240131,00000000,S,20240131,00000000
53747486,S,20240131,00000000,S,20240131,00000000
53749121,S,20240201,00000000,N,00000000,00000000
53750328,S,20240201,00000000,N,20240201,20251130
53750933,S,20240201,00000000,S,20240201,00000000
53751185,S,20240201,00000000,S,20240201,00000000
53751967,S,20240201,20261231,S,20240201,20261231
53755312,N,20240201,20251231,N,00000000,00000000
53756956,S,20240201,20261231,N,20240201,20241231
53758362,S,20240201,00000000,S,20240201,00000000
53759259,S,20240201,00000000,N,20240201,20251031
53759310,S,20240201,00000000,S,20240201,00000000
53760972,S,20240201,00000000,S,20240201,00000000
53761112,N,20240201,20260813,N,20240201,20260813
53763024,S,20240201,00000000,S,20240201,00000000
53763549,S,20240201,00000000,S,20240201,00000000
53763600,S,20240201,00000000,S,20240201,00000000
53765052,S,20240201,20261231,N,20240201,20250331
53765304,S,20240201,00000000,S,20240201,00000000
53766343,N,20240201,20260811,N,20240201,20260811
53767277,S,20240201,00000000,N,20240201,20241231
53767723,S,20240201,00000000,S,20240201,00000000
53767972,S,20240201,00000000,S,20240201,00000000
53771198,S,20240202,00000000,S,20240202,00000000
53771760,S,20240202,00000000,S,20240202,00000000
53771890,S,20240202,00000000,S,20240202,00000000
53772955,S,20240202,20261231,N,00000000,00000000
53774572,S,20260101,20261231,N,00000000,00000000
53779241,S,20240202,00000000,S,20240202,00000000
53780511,S,20240202,00000000,S,20240202,00000000
53781002,S,20240202,00000000,S,20240202,00000000
53783699,S,20240202,00000000,S,20240202,00000000
53785050,S,20240202,00000000,S,20240202,00000000
53785558,S,20240203,00000000,S,20240203,00000000
53787134,S,20240203,00000000,S,20240203,00000000
53788096,S,20240203,00000000,S,20240203,00000000
53789508,S,20240203,00000000,S,20240203,00000000
53791382,S,20240204,00000000,S,20240204,00000000
53795429,S,20240205,00000000,S,20240205,00000000
53798094,S,20240205,00000000,S,20240205,00000000
53798537,S,20240205,00000000,S,20240205,00000000
53799994,S,20240205,00000000,S,20240205,00000000
53800477,S,20240205,00000000,S,20240205,00000000
53801923,S,20240205,00000000,S,20240205,00000000
53804069,S,20240205,00000000,S,20240205,00000000
53805912,N,20240205,20241231,N,00000000,00000000
53805983,S,20240205,00000000,N,20240205,20241231
53807144,S,20240205,00000000,S,20240205,00000000
53808074,S,20240205,00000000,S,20240205,00000000
53809196,S,20240205,00000000,S,20240205,00000000
53809915,S,20240205,00000000,S,20240205,00000000
53811271,S,20240205,00000000,S,20240205,00000000
53812213,S,20240205,00000000,S,20240205,00000000
53812565,S,20240206,00000000,S,20240206,00000000
53813599,S,20240206,00000000,S,20240206,00000000
53814724,S,20240206,00000000,S,20240206,00000000
53821464,S,20240206,00000000,S,20240206,00000000
53821964,S,20240206,00000000,S,20240206,00000000
53829464,S,20240206,00000000,S,20240206,00000000
53830377,S,20240206,20261231,S,20240206,20261231
53831081,S,20240206,00000000,S,20240206,00000000
53831482,S,20240206,00000000,S,20240206,00000000
53832764,S,20240207,00000000,N,00000000,00000000
53833296,S,20240207,00000000,S,20240207,00000000
53833531,S,20240207,00000000,S,20240207,00000000
53833573,S,20240207,00000000,S,20240207,00000000
53833915,S,20240207,00000000,S,20240207,00000000
53834250,S,20240207,00000000,N,20240207,20240630
53834762,S,20240207,00000000,S,20240207,00000000
53837418,S,20240207,00000000,S,20240207,00000000
53839076,S,20240207,00000000,S,20240207,00000000
53839105,S,20240207,00000000,S,20240207,00000000
53840723,S,20240207,00000000,N,00000000,00000000
53842000,S,20240207,00000000,S,20240207,00000000
53842375,S,20240207,00000000,S,20240207,00000000
53846321,S,20240207,00000000,S,20240207,00000000
53848812,S,20240207,00000000,S,20240207,00000000
53849385,S,20240207,00000000,N,00000000,00000000
53850719,S,20240207,00000000,N,20240207,20260131
53851124,S,20240207,00000000,S,20240207,00000000
53851322,S,20240208,00000000,S,20240208,00000000
53852447,S,20240208,00000000,S,20240208,00000000
53853910,S,20240208,00000000,S,20240208,00000000
53854888,S,20240208,00000000,S,20240208,00000000
53855485,S,20240208,00000000,S,20240208,00000000
53855596,S,20240208,00000000,S,20240208,00000000
53857651,S,20240208,00000000,N,00000000,00000000
53857904,S,20240208,00000000,S,20240208,00000000
53857957,N,20240208,20251231,N,20240208,20240930
53858139,N,20240208,20251231,N,00000000,00000000
53858888,S,20240208,20261231,N,20240208,20240208
53860394,S,20240208,20261231,N,20240208,20240531
53860582,S,20240208,00000000,S,20240208,00000000
53862954,S,20240208,00000000,S,20240208,00000000
53863714,S,20240208,00000000,S,20240208,00000000
53864304,S,20240208,00000000,S,20240208,00000000
53867553,S,20240208,00000000,S,20240208,00000000
53867736,S,20240208,20261231,N,20240208,20241231
53867788,S,20240208,00000000,S,20240208,00000000
53868290,S,20240208,00000000,S,20240208,00000000
53871025,S,20240209,00000000,S,20240209,00000000
53871148,S,20240209,20261231,N,00000000,00000000
53871446,S,20240209,00000000,S,20240209,00000000
53872234,S,20240209,00000000,N,00000000,00000000
53873910,S,20240209,00000000,S,20240209,00000000
53874309,S,20240209,20261231,N,20240209,20241231
53874833,S,20240209,00000000,S,20240209,00000000
53879277,S,20240209,00000000,S,20240209,00000000
53881532,S,20240209,00000000,S,20240209,00000000
53882760,S,20240209,00000000,S,20240209,00000000
53884695,S,20240210,00000000,S,20240210,00000000
53884801,S,20240210,00000000,S,20240210,00000000
53886854,S,20240211,00000000,S,20240211,00000000
53886948,S,20240211,00000000,S,20240211,00000000
53888471,S,20240211,00000000,N,20240211,20260630
53888488,S,20240211,00000000,S,20240211,00000000
53893644,S,20240212,00000000,S,20240212,00000000
53894149,S,20240212,00000000,S,20240212,00000000
53894339,S,20240213,00000000,S,20240213,00000000
53894732,S,20240213,00000000,S,20240213,00000000
53897098,S,20240213,00000000,S,20240213,00000000
53898189,S,20240213,00000000,S,20240213,00000000
53900041,S,20240214,00000000,S,20240214,00000000
53900944,S,20240214,00000000,S,20240214,00000000
53905057,S,20240214,00000000,S,20240214,00000000
53908995,S,20240214,20261231,N,20240214,20250531
53909260,S,20240214,20261231,N,20240214,20241231
53911398,S,20240214,00000000,S,20240214,00000000
53911527,N,20240214,20241231,N,00000000,00000000
53912467,S,20240215,00000000,S,20240215,00000000
53912494,S,20260101,20261231,S,20260101,20261231
53914355,S,20260101,20261231,N,00000000,00000000
53916118,S,20240215,00000000,S,20240215,00000000
53917760,S,20240215,00000000,S,20240215,00000000
53920497,S,20240215,00000000,S,20240215,00000000
53922963,S,20240215,00000000,S,20240215,00000000
53928448,N,20250101,20251231,N,00000000,00000000
53928884,S,20240215,00000000,S,20240215,00000000
53930267,S,20260101,00000000,N,00000000,00000000
53930729,S,20240216,00000000,S,20240216,00000000
53930977,S,20240216,00000000,N,00000000,00000000
53931033,N,20240216,20241231,N,00000000,00000000
53931153,S,20240216,00000000,S,20240216,00000000
53934749,S,20240216,00000000,S,20240216,00000000
53935986,S,20240216,00000000,S,20240216,00000000
53936771,S,20240216,00000000,S,20240216,00000000
53937201,S,20240216,00000000,S,20240216,00000000
53939339,S,20260101,20261231,N,00000000,00000000
53939851,S,20240216,20261231,N,00000000,00000000
53940491,S,20240216,00000000,S,20240216,00000000
53944979,S,20240216,00000000,S,20240216,00000000
53945006,S,20240216,00000000,N,20240216,20241231
53946559,S,20240216,00000000,S,20240216,00000000
53947782,S,20240217,00000000,S,20240217,00000000
53948131,S,20240217,00000000,S,20240217,00000000
53949728,S,20240217,00000000,S,20240217,00000000
53951866,S,20240218,00000000,S,20240218,00000000
53951897,S,20240218,00000000,S,20240218,00000000
53952509,S,20240218,00000000,S,20240218,00000000
53953416,S,20240218,00000000,N,20240218,20241231
53955856,S,20240219,00000000,N,00000000,00000000
53957405,S,20240219,00000000,S,20240219,00000000
53960315,S,20240219,00000000,S,20240219,00000000
53963522,S,20240219,00000000,S,20240219,00000000
53963848,S,20240219,00000000,N,20240219,20240229
53963982,S,20240219,00000000,S,20240219,00000000
53965329,S,20240219,00000000,S,20240219,00000000
53967015,S,20240219,00000000,S,20240219,00000000
53967878,S,20240219,00000000,S,20240219,00000000
53970467,S,20240219,00000000,S,20240219,00000000
53972033,S,20240219,00000000,S,20240219,00000000
53972225,N,20240219,20251231,N,20240219,20241231
53972356,S,20240219,00000000,S,20240219,00000000
53972648,S,20240219,00000000,S,20240219,00000000
53974314,S,20240219,00000000,S,20240219,00000000
53975427,S,20240220,00000000,S,20240220,00000000
53978272,S,20250101,00000000,N,00000000,00000000
53978331,S,20240220,00000000,S,20240220,00000000
53979510,S,20240220,00000000,S,20240220,00000000
53979726,S,20240220,00000000,S,20240220,00000000
53980961,S,20240220,00000000,N,00000000,00000000
53981352,S,20240220,00000000,S,20240220,00000000
53981761,S,20240220,00000000,S,20240220,00000000
53985468,S,20240220,20261231,N,00000000,00000000
53987596,S,20240220,00000000,S,20240220,00000000
53991068,S,20240220,00000000,S,20240220,00000000
53991282,N,20240220,20241231,N,20240220,20240731
53992771,S,20240220,00000000,S,20240220,00000000
53993410,S,20240220,00000000,S,20240220,00000000
53993467,S,20240220,00000000,N,20240220,20260331
53995219,S,20240221,00000000,N,00000000,00000000
53995527,S,20240221,00000000,S,20240221,00000000
53997384,N,20240221,20250630,N,20240221,20250430
53998759,S,20240221,00000000,S,20240221,00000000
54001280,S,20240221,00000000,S,20240221,00000000
54002315,S,20240221,00000000,S,20240221,00000000
54002441,N,20250101,20251231,N,00000000,00000000
54003230,S,20240221,00000000,S,20240221,00000000
54003690,S,20240221,00000000,S,20240221,00000000
54004727,S,20240221,00000000,S,20240221,00000000
54005218,N,20240221,20251231,N,00000000,00000000
54007205,S,20240221,00000000,S,20240221,00000000
54011219,S,20240221,00000000,S,20240221,00000000
54011479,S,20240221,00000000,S,20240221,00000000
54012357,S,20240221,00000000,S,20240221,00000000
54014744,S,20240222,00000000,S,20240222,00000000
54015113,S,20240222,20261231,N,00000000,00000000
54018170,N,20240222,20240831,N,00000000,00000000
54019316,S,20240222,00000000,S,20240222,00000000
54019853,S,20240222,00000000,N,20240222,20251231
54020648,S,20240222,00000000,N,00000000,00000000
54024269,S,20240222,00000000,S,20240222,00000000
54024515,S,20240222,00000000,N,20240222,20260531
54025286,S,20240222,00000000,N,20240222,20250430
54025335,S,20240222,00000000,S,20240222,00000000
54026637,N,20240222,20241231,N,00000000,00000000
54027799,S,20240222,00000000,N,00000000,00000000
54029530,S,20240222,00000000,S,20240222,00000000
54031191,S,20240222,00000000,S,20240222,00000000
54034042,S,20240223,00000000,S,20240223,00000000
54034576,S,20240223,00000000,N,00000000,00000000
54034587,S,20240223,00000000,S,20240223,00000000
54034695,S,20240223,00000000,S,20240223,00000000
54034843,S,20240223,00000000,S,20240223,00000000
54036582,S,20240223,00000000,S,20240223,00000000
54037880,S,20240223,00000000,S,20240223,00000000
54037922,S,20260101,00000000,N,00000000,00000000
54039162,S,20240223,00000000,S,20240223,00000000
54040528,S,20240223,00000000,S,20240223,00000000
54042797,S,20240223,00000000,N,00000000,00000000
54044237,N,20250101,20251231,N,00000000,00000000
54045072,S,20240223,00000000,S,20240223,00000000
54047729,N,20250101,20251231,N,00000000,00000000
54048549,S,20240223,00000000,S,20240223,00000000
54048685,S,20240223,00000000,S,20240223,00000000
54048758,S,20240223,00000000,S,20240223,00000000
54049068,S,20240223,00000000,S,20240223,00000000
54049959,S,20240223,00000000,S,20240223,00000000
54051971,S,20240224,00000000,S,20240224,00000000
54053008,S,20240224,00000000,S,20240224,00000000
54054011,S,20240224,00000000,S,20240224,00000000
54054162,S,20240224,00000000,S,20240224,00000000
54057123,S,20240225,00000000,S,20240225,00000000
54058759,S,20240226,20261231,N,00000000,00000000
54058820,N,20240226,20260831,N,20240226,20260831
54058881,S,20240226,00000000,S,20240226,00000000
54059135,S,20240226,00000000,N,00000000,00000000
54060399,S,20240226,00000000,S,20240226,00000000
54060993,S,20240226,00000000,S,20240226,00000000
54061055,S,20240226,00000000,S,20240226,00000000
54061172,S,20240226,00000000,S,20240226,00000000
54061624,S,20240226,00000000,S,20240226,00000000
54061972,S,20240226,00000000,S,20240226,00000000
54063295,S,20240226,00000000,S,20240226,00000000
54063850,S,20240226,20261231,N,20240226,20241231
54064388,S,20240226,00000000,S,20240226,00000000
54065286,N,20240226,20251231,N,00000000,00000000
54065379,N,20240226,20241231,N,00000000,00000000
54069682,S,20240226,00000000,S,20240226,00000000
54070451,S,20240226,00000000,N,00000000,00000000
54070779,S,20240226,00000000,S,20240226,00000000
54072415,S,20240226,00000000,S,20240226,00000000
54072589,S,20240226,00000000,S,20240226,00000000
54080546,S,20240227,00000000,S,20240227,00000000
54081082,S,20240227,00000000,S,20240227,00000000
54081825,S,20240227,00000000,N,00000000,00000000
54083865,S,20240227,00000000,S,20240227,00000000
54084024,S,20240227,00000000,S,20240227,00000000
54086391,N,20240227,20241231,N,20240227,20240229
54087164,S,20240227,00000000,N,20240227,20260831
54089587,S,20240227,00000000,N,00000000,00000000
54090040,S,20240227,00000000,S,20240227,00000000
54090425,S,20240227,00000000,N,00000000,00000000
54091489,S,20240227,00000000,S,20240227,00000000
54091500,S,20240227,00000000,S,20240227,00000000
54091589,S,20240227,00000000,S,20240227,00000000
54091982,S,20240227,00000000,S,20240227,00000000
54092089,S,20240227,20261231,N,20240227,20251231
54092557,S,20240227,00000000,S,20240227,00000000
54093560,S,20240227,00000000,S,20240227,00000000
54094901,S,20240227,00000000,S,20240227,00000000
54095640,S,20240227,00000000,S,20240227,00000000
54097299,S,20240227,00000000,S,20240227,00000000
54099930,S,20240228,00000000,S,20240228,00000000
54100017,N,20250101,20251231,N,00000000,00000000
54101070,S,20240228,00000000,S,20240228,00000000
54101412,S,20240228,00000000,S,20240228,00000000
54102693,S,20240228,00000000,N,00000000,00000000
54104853,S,20240228,00000000,S,20240228,00000000
54105939,S,20240228,00000000,S,20240228,00000000
54108798,S,20240228,00000000,S,20240228,00000000
54108830,S,20240228,20261231,N,20240228,20241130
54111368,S,20240228,00000000,N,00000000,00000000
54111789,S,20240228,00000000,S,20240228,00000000
54112778,S,20240228,00000000,S,20240228,00000000
54115122,S,20240228,00000000,S,20240228,00000000
54118745,S,20240229,00000000,S,20240229,00000000
54121823,S,20240229,00000000,S,20240229,00000000
54121994,S,20240229,00000000,S,20240229,00000000
54122185,S,20240229,20261231,N,00000000,00000000
54122711,N,20250101,20251231,N,00000000,00000000
54123055,S,20240229,00000000,S,20240229,00000000
54125197,N,20240229,20241231,N,00000000,00000000
54125221,S,20240229,00000000,S,20240229,00000000
54126690,S,20240229,00000000,S,20240229,00000000
54127836,S,20240229,00000000,S,20240229,00000000
54128617,S,20240229,00000000,S,20240229,00000000
54128888,S,20240229,00000000,S,20240229,00000000
54128899,N,20240229,20251231,N,00000000,00000000
54129385,S,20240229,20261231,S,20240229,20261231
54131360,S,20240229,00000000,S,20240229,00000000
54132312,S,20240229,00000000,S,20240229,00000000
54133843,N,20250101,20251231,N,00000000,00000000
54134160,S,20240229,00000000,S,20240229,00000000
54134254,S,20240229,00000000,S,20240229,00000000
54136005,S,20240229,00000000,S,20240229,00000000
54136144,S,20240229,00000000,S,20240229,00000000
54136181,S,20240229,00000000,S,20240229,00000000
54136623,S,20240229,00000000,S,20240229,00000000
54137329,S,20240229,00000000,S,20240229,00000000
54137563,S,20240301,00000000,S,20240301,00000000
54138298,S,20240301,00000000,N,00000000,00000000
54138639,S,20240301,00000000,N,00000000,00000000
54138661,S,20240301,00000000,S,20240301,00000000
54139091,S,20240301,00000000,S,20240301,00000000
54140501,S,20240301,00000000,S,20240301,00000000
54141464,S,20240301,00000000,S,20240301,00000000
54144248,S,20240301,00000000,S,20240301,00000000
54146759,S,20240301,00000000,N,00000000,00000000
54146847,S,20240301,00000000,S,20240301,00000000
54148773,S,20240301,00000000,S,20240301,00000000
54151738,S,20240301,00000000,S,20240301,00000000
54153196,S,20240301,00000000,N,20240301,20250731
54155944,S,20240302,00000000,S,20240302,00000000
54157034,S,20240302,00000000,S,20240302,00000000
54157786,S,20240302,00000000,S,20240302,00000000
54158141,S,20240302,00000000,S,20240302,00000000
54159310,S,20240302,00000000,S,20240302,00000000
54159583,S,20240302,00000000,S,20240302,00000000
54160702,S,20240303,20261231,S,20240303,20261231
54161415,S,20240303,00000000,S,20240303,00000000
54161858,S,20240303,00000000,S,20240303,00000000
54162369,S,20240303,00000000,S,20240303,00000000
54164764,S,20240304,00000000,N,00000000,00000000
54165575,S,20240304,00000000,S,20240304,00000000
54167124,S,20240304,00000000,S,20240304,00000000
54168065,S,20240304,00000000,S,20240304,00000000
54168982,S,20240304,20261231,N,00000000,00000000
54171726,S,20240304,00000000,S,20240304,00000000
54172029,S,20240304,00000000,S,20240304,00000000
54172271,S,20240304,00000000,S,20240304,00000000
54172433,S,20240304,00000000,S,20240304,00000000
54175855,S,20240304,00000000,S,20240304,00000000
54177278,S,20240304,00000000,S,20240304,00000000
54178282,S,20240304,00000000,S,20240304,00000000
54184517,S,20240305,00000000,N,00000000,00000000
54184863,S,20260101,20261231,N,00000000,00000000
54185904,S,20260101,00000000,N,00000000,00000000
54185994,S,20240305,00000000,S,20240305,00000000
54186171,S,20240305,20261231,N,00000000,00000000
54186496,S,20240305,00000000,S,20240305,00000000
54187203,S,20240305,00000000,S,20240305,00000000
54188207,S,20240305,00000000,S,20240305,00000000
54188385,S,20240305,00000000,S,20240305,00000000
54188927,S,20240305,00000000,S,20240305,00000000
54190205,S,20240305,00000000,S,20240305,00000000
54190571,S,20240305,00000000,S,20240305,00000000
54193864,S,20240305,00000000,S,20240305,00000000
54193923,S,20240305,00000000,S,20240305,00000000
54196102,S,20240305,00000000,S,20240305,00000000
54197535,S,20240305,00000000,N,00000000,00000000
54200529,S,20240305,00000000,S,20240305,00000000
54202046,S,20240305,00000000,S,20240305,00000000
54204083,S,20240306,20261231,N,20240306,20250731
54205004,S,20240306,00000000,S,20240306,00000000
54205250,S,20240306,00000000,S,20240306,00000000
54205528,S,20240306,00000000,N,00000000,00000000
54205699,S,20240306,00000000,S,20240306,00000000
54205862,S,20240306,00000000,S,20240306,00000000
54205923,S,20240306,00000000,S,20240306,00000000
54206579,S,20240306,00000000,S,20260101,00000000
54206710,S,20240306,00000000,S,20240306,00000000
54206730,S,20240306,00000000,S,20240306,00000000
54207693,S,20240306,00000000,S,20240306,00000000
54207703,S,20240306,00000000,N,20240306,20251231
54208265,S,20240306,20261231,N,00000000,00000000
54209418,S,20240306,00000000,S,20240306,00000000
54209889,S,20240306,00000000,S,20240306,00000000
54209896,S,20260101,00000000,N,00000000,00000000
54210046,S,20240306,00000000,S,20240306,00000000
54210956,S,20240306,00000000,S,20240306,00000000
54211401,S,20240306,00000000,S,20240306,00000000
54211491,S,20240306,00000000,S,20240306,00000000
54211667,S,20240306,00000000,S,20240306,00000000
54213741,S,20240306,00000000,N,00000000,00000000
54213867,S,20240306,00000000,S,20240306,00000000
54215209,S,20240306,00000000,N,00000000,00000000
54215412,S,20240306,00000000,N,00000000,00000000
54216215,S,20240306,00000000,S,20240306,00000000
54217626,S,20240306,00000000,S,20240306,00000000
54218330,S,20240306,00000000,S,20240306,00000000
54218515,S,20240306,00000000,S,20240306,00000000
54219495,S,20240306,00000000,S,20240306,00000000
54220917,N,20240306,20260904,N,20240306,20260904
54223217,S,20260101,20261231,N,00000000,00000000
54225279,S,20240307,00000000,S,20240307,00000000
54226236,S,20240307,20261231,N,00000000,00000000
54228102,S,20240307,00000000,N,00000000,00000000
54228541,S,20240307,00000000,S,20240307,00000000
54228618,S,20240307,00000000,S,20240307,00000000
54229107,S,20240307,20261231,N,00000000,00000000
54230129,S,20240307,00000000,S,20240307,00000000
54236270,S,20240307,00000000,S,20240307,00000000
54236566,N,20240307,20241231,N,20240307,20241231
54236703,S,20240307,00000000,N,20240307,20241231
54237113,S,20240307,00000000,S,20240307,00000000
54238301,N,20250101,20250831,N,00000000,00000000
54238927,S,20240307,00000000,S,20240307,00000000
54243427,S,20240308,00000000,S,20240308,00000000
54244963,S,20240308,00000000,S,20240308,00000000
54245078,S,20240308,00000000,S,20240308,00000000
54247188,S,20240308,00000000,N,00000000,00000000
54248063,S,20240308,00000000,S,20240308,00000000
54249778,S,20240308,00000000,S,20240308,00000000
54250783,N,20240308,20251231,N,00000000,00000000
54253699,S,20240308,00000000,S,20240308,00000000
54254436,S,20240308,00000000,S,20240308,00000000
54263459,S,20260101,20261231,N,00000000,00000000
54263533,S,20240311,00000000,N,00000000,00000000
54264745,N,20240311,20251231,N,00000000,00000000
54265021,S,20240311,00000000,S,20240311,00000000
54265788,S,20240311,00000000,S,20240311,00000000
54265927,S,20240311,00000000,S,20240311,00000000
54272437,S,20240311,00000000,S,20240311,00000000
54272467,S,20240311,00000000,S,20240311,00000000
54272858,S,20240311,00000000,S,20240311,00000000
54273829,S,20240311,00000000,S,20240311,00000000
